,smiles
3688,[CH3:10][C@H:11]1[CH2:12][CH:13]=[C:14]([CH3:15])[CH2:16]1
3689,[CH3:1][N:2]([C:3]([NH:4])=[O:5])[CH:6]1[CH2:7][CH2:8][CH2:9][CH2:10]1
3690,[CH3:1][C@@H:2]1[CH2:3][CH2:4][C@H:5]([OH:6])[CH2:7][N:8]1[CH3:9]
3691,[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][C:6]([CH3:7])([CH3:8])[NH2:9]
3692,[CH3:11][CH:12]([CH3:13])[CH2:14][O:15][CH:16]=[O:17]
3693,[CH:10]1[CH2:11][CH2:12][C:13]2([CH2:14][CH2:15][CH2:16][CH2:17]2)[NH:18]1
3694,[CH3:11][C@@H:12]1[CH2:13][CH2:14][CH2:15][C@@H:16]1[NH2:17]
3695,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]/[CH:7]=[N:8]/[OH:9]
3696,[CH2:10][C:11]1=[N:12][O:13][C@@H:14]2[C@H:15]([CH3:16])[NH:17][O:18][C@H:19]12
3697,[CH2:10]=[CH:11][C@H:12]([CH3:13])[C:14](=[CH2:15])[CH:16][OH:17]
3698,[CH2:9][C:10]1=[CH:11][C@:12]([CH3:13])([C:14]#[N:15])[CH2:16]1
3699,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[cH:6][c:7]([NH:8][NH2:9])[cH:10]1
3700,[CH2:1][n:2]1[nH:3][n:4][n:5][c:6]1=[O:7]
3701,[CH3:7][CH:8]([CH3:9])[C:10]1=[CH:11][CH2:12][N:13]([CH3:14])[CH:15]=[CH:16]1
3702,[CH2:1]=[C:2]([O:3][C:4]([CH3:5])=[O:6])[C:7]([CH2:8])([CH3:9])[CH3:10]
3703,[CH3:1][CH2:2][NH:3][n:4]1[cH:5][cH:6][c:7]([OH:8])[cH:9]1
3704,[CH2:1]=[CH:2][C@:3]1([CH3:4])[CH:5]=[CH:6][C:7](=[O:8])[O:9]1
3705,[NH2:11][CH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][nH:18]1
3706,[CH2:11]1[CH:12]=[N:13][O:14][C@@:15]12[CH2:16][CH2:17][NH:18][CH2:19][NH:20]2
3707,[CH3:8][N:9]1[CH2:10][CH2:11][C@:12]([OH:13])([CH2:14][NH2:15])[CH2:16]1
3708,[CH3:1][CH2:2][C:3]1=[CH:4][NH:5][CH2:6][CH2:7][CH2:8]1
3709,[CH3:1][C:2]1([CH3:3])[NH:4][C:5](=[O:6])[C@H:7]1[NH2:8]
3710,[CH3:1][C:2](=[O:3])[CH:4]1[CH2:5][C:6]([CH3:7])([OH:8])[CH2:9]1
3711,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][CH:7][C:8](=[O:9])[OH:10]
3712,[CH3:1][O:2][C@@H:3]1[CH:4][NH:5][CH2:6][C@@H:7]1[OH:8]
3713,[CH2:10]=[C:11]1[CH2:12][CH2:13][CH2:14][C@H:15]1[CH:16]=[CH2:17]
3714,[CH3:1][N:2]1[CH2:3][N:4]=[C:5]([NH2:6])[N:7]([C:8]#[N:9])[CH2:10]1
3715,[CH3:11][CH2:12][C@:13]1([CH3:14])[CH:15][O:16][C@H:17]([OH:18])[CH2:19]1
3716,[CH2:1]=[CH:2][CH2:3][C:4]#[C:5][C:6]([CH3:7])([CH3:8])[OH:9]
3717,[CH3:10][c:11]1[cH:12][c:13]([NH:14][NH2:15])[n:16][cH:17][c:18]1[CH3:19]
3718,[CH3:1][C@H:2]([NH2:3])[C@@H:4]1[CH2:5][C@@H:6]1[CH3:7]
3719,[CH3:1][CH2:2][NH:3][CH2:4][CH2:5][n:6]1[c:7][cH:8][n:9][n:10]1
3720,[CH2:1]=[CH:2][CH2:3][NH:4][CH2:5][CH:6]([O:7][CH3:8])[O:9][CH3:10]
3721,[CH3:11][C:12]1([CH3:13])[CH:14][C:15](=[O:16])[NH:17][C@:18]1([CH3:19])[OH:20]
3722,[CH2:10]=[CH:11][C@H:12]([CH3:13])[C:14](=[CH2:15])[CH2:16][OH:17]
3723,[CH3:1][C@@H:2]1[CH2:3][N:4]([N:5]=[O:6])[CH2:7][O:8]1
3724,[NH2:1][c:2]1[c:3][n:4][cH:5][n:6]1[CH2:7][CH2:8][OH:9]
3725,[CH2:1]=[C:2][C:3]1=[N:4][C:5]([CH3:6])([CH3:7])[CH2:8][CH2:9][O:10]1
3726,[NH:11][c:12]1[cH:13][cH:14][cH:15][c:16]2[c:17]1[CH2:18][CH2:19][CH2:20]2
3727,[CH3:1][CH:2][C:3]1=[CH:4][NH:5][CH2:6][CH2:7][CH2:8]1
3728,[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH2:6]/[CH:7]=[CH:8]/[CH2:9][OH:10]
3729,[CH3:10][C:11]1=[CH:12][CH2:13][N:14]([CH:15]([CH3:16])[CH3:17])[O:18][CH:19]1
3730,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][C@H:7]([CH3:8])[CH2:9]1
3731,[CH3:9][C@:10]1([CH2:11][OH:12])[CH2:13][CH2:14][O:15][O:16]1
3732,[CH3:9][CH2:10][O:11]/[CH:12]=[CH:13]\[O:14][C:15]([CH3:16])=[O:17]
3733,[CH2:11][N:12]([CH3:13])[C:14](=[CH2:15])[CH:16]([CH3:17])[CH3:18]
3734,[CH3:1][CH2:2][C@@H:3]1[CH2:4][C:5]([CH3:6])=[C:7]([OH:8])[C:9]1=[O:10]
3735,[CH3:11][C:12]([OH:13])/[CH:14]=[CH:15]/[C@H:16]([OH:17])[CH:18]=[O:19]
3736,[CH3:11][C@@H:12]1[C:13](=[O:14])[NH:15][C:16]1([CH3:17])[CH3:18]
3737,[CH:1]1=[CH:2][C:3]2=[C:4]([CH:5]1)[CH2:6][CH2:7][CH2:8]2
3738,[CH:1]=[CH:2][C:3](=[O:4])[C:5](=[CH2:6])[CH:7]1[CH2:8][CH2:9]1
3739,[CH3:11][C:12]1=[CH:13][CH:14][CH2:15][C:16]([CH3:17])=[C:18]1[CH2:19][OH:20]
3740,[CH3:1][O:2][CH2:3][CH2:4]/[CH:5]=[CH:6]/[CH2:7][OH:8]
3741,[CH3:7][C:8]#[C:9][C@:10]([CH3:11])([OH:12])[C@@H:13]1[CH2:14][C:15]1[CH3:16]
3742,[CH2:9]=[C:10]=[CH:11][CH2:12][C@H:13]([CH3:14])[OH:15]
3743,[NH2:10][CH2:11][CH2:12][N:13]1[CH2:14][C@@H:15]([OH:16])[CH2:17][CH2:18]1
3744,[CH3:10][CH2:11][CH2:12][CH2:13][C@:14]([CH3:15])([C:16]=[O:17])[O:18][CH3:19]
3745,[CH2:11][NH:12][C:13]1([CH3:14])[CH2:15][N:16]([CH3:17])[CH2:18]1
3746,[CH3:10][C@@:11]12[CH:12][C@@H:13]([CH:14]=[CH:15]1)[C:16](=[O:17])[C:18]2=[O:19]
3747,[CH3:1][C@:2]1([OH:3])[C@H:4]([OH:5])[O:6][CH2:7][C@H:8]1[O:9]
3748,[CH3:1][C:2](=[O:3])[C:4]1=[CH:5][O:6][CH2:7][CH2:8][O:9]1
3749,[CH3:1][CH2:2][NH:3][c:4]1[n:5][c:6][n:7][c:8]([NH2:9])[n:10]1
3750,[CH3:1][C@H:2]([CH2:3][NH:4])[C@H:5]([CH3:6])[CH2:7][NH2:8]
3751,[CH3:1][C:2](=[O:3])[NH:4][C@@H:5]1[CH2:6][CH2:7][NH:8][C:9]1=[O:10]
3752,[CH3:1][CH:2]=[C:3]1[CH2:4][CH:5][CH2:6][CH2:7]1
3753,[CH3:1][CH2:2][O:3][C@H:4]1[CH2:5][CH2:6][C@@H:7]([NH2:8])[CH2:9]1
3754,[CH3:11][N:12]1[CH2:13][CH2:14][CH2:15][C@:16]1([CH3:17])[C:18]([NH2:19])=[O:20]
3755,[CH3:10]/[CH:11]=[N:12]/[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1
3756,[CH3:11][CH2:12][n:13]1[c:14]([CH3:15])[cH:16][n:17][c:18]1[CH2:19][OH:20]
3757,[CH2:11][C:12]1=[C:13]([OH:14])[CH2:15][CH2:16][CH2:17]1
3758,[CH2:9][C@@H:10]1[C@H:11]([CH2:12][OH:13])[O:14][CH2:15][N:16]1[CH3:17]
3759,[CH2:10][CH2:11][C@@H:12]([OH:13])[CH2:14][O:15][CH3:16]
3760,[CH3:6][CH:7]/[C:8](=[N:9]\[OH:10])[C:11]([CH3:12])([CH3:13])[NH:14][OH:15]
3761,[O:1]=[C:2]1[CH:3]=[CH:4][CH2:5][C:6]1=[O:7]
3762,[CH3:8][C:9]([CH3:10])=[C:11]([O:12][CH2:13][CH3:14])[O:15][CH2:16][CH3:17]
3763,[CH2:11]1[CH:12]=[C:13]2[CH2:14][CH2:15][O:16][CH:17]=[C:18]2[CH2:19][CH2:20]1
3764,[O:1]=[c:2]1[cH:3][c:4]([CH2:5][OH:6])[o:7][cH:8][c:9]1[OH:10]
3765,[NH2:10][C:11](=[O:12])[C:13]1=[CH:14][CH:15]=[CH:16][CH2:17][CH2:18][CH:19]1
3766,[OH:10][CH2:11][C@@H:12]1[CH2:13][CH2:14][CH2:15][CH2:16][NH:17][CH2:18]1
3767,[CH3:9][C:10](=[O:11])[C:12]1=[C:13]([OH:14])[CH:15][NH:16][C:17]1=[O:18]
3768,[CH3:1][NH:2][C:3]1([CH2:4][OH:5])[CH2:6][CH2:7]1
3769,[CH3:11][C@:12]12[CH:13][CH2:14][CH2:15][N:16]=[C:17]1[CH2:18][CH2:19][CH2:20]2
3770,[CH3:11][O:12][CH:13]([CH2:14][O:15][CH2:16][CH2:17][OH:18])[O:19][CH3:20]
3771,[N:11]#[C:12][C:13]1=[CH:14][CH:15]2[CH2:16][CH2:17][CH:18]1[CH2:19][CH2:20]2
3772,[CH3:1][CH2:2][C@H:3]1[C@H:4]([CH3:5])[O:6][C:7](=[O:8])[N:9]1[NH2:10]
3773,[CH2:1]=[C:2]1[CH:3][O:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]12
3774,[CH3:1][C:2]1[O:3][C@H:4]([OH:5])[C@@H:6]2[O:7][C@@H:8]2[C:9]1=[O:10]
3775,[O:1]=[C:2]1[CH:3]=[C:4]2[CH2:5][CH2:6][CH2:7][C@@H:8]2[CH2:9][CH2:10]1
3776,[CH3:10][CH:11][CH2:12][CH2:13][c:14]1[cH:15][n:16][cH:17][n:18][cH:19]1
3777,[CH3:10][C@@H:11]1[CH2:12][C@:13]1([NH2:14])[CH2:15][OH:16]
3778,[CH3:1][CH2:2][CH2:3][CH2:4][C@@H:5]1[C:6]=[CH:7][CH2:8][NH:9]1
3779,[CH3:1][CH2:2][C@@H:3]1[CH:4][C@H:5]([CH2:6][OH:7])[CH2:8][O:9]1
3780,[CH3:11][O:12][N:13]=[C:14]1[CH2:15][O:16][CH2:17]1
3781,[CH3:10][N:11]([CH3:12])[C:13]1=[C:14][CH:15]=[C:16]=[N:17][CH:18]=[CH:19]1
3782,[CH3:11][O:12][C:13](=[O:14])[C@@H:15]1[CH2:16][CH:17]=[C:18][C@@H:19]1[CH3:20]
3783,[CH2:1]1[NH:2][C@@H:3]2[CH2:4][C@@H:5]2[C@@H:6]2[CH2:7][C@H:8]12
3784,[CH3:10][c:11]1[cH:12][cH:13][c:14]([NH:15][N:16]=[O:17])[cH:18][cH:19]1
3785,[CH3:11][C@@H:12]1[CH2:13][C@@H:14]2[CH2:15][CH2:16][C@H:17]([OH:18])[C@@H:19]2[NH:20]1
3786,[CH3:9]/[C:10]([NH:11][OH:12])=[C:13]1/[CH:14]=[CH:15][CH:16]=[N:17]1
3787,[CH3:1][c:2]1[cH:3][n:4][n:5][c:6]([CH2:7][NH2:8])[c:9]1
3788,[CH3:10]/[CH:11]=[CH:12]/[C:13](=[O:14])[NH:15][CH2:16][CH2:17][OH:18]
3789,[CH3:9][C:10]1=[CH:11][N:12]([CH3:13])[C@H:14]([CH3:15])[CH2:16][C:17]1=[O:18]
3790,[CH3:1][CH2:2][C:3]#[C:4][CH2:5][CH:6][CH:7]([CH3:8])[CH3:9]
3791,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6]([CH3:7])[c:8](=[NH:9])[n:10]1
3792,[CH2:1]1[CH2:2][C:3]2([CH2:4]1)[CH2:5][CH2:6]2
3793,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][nH:6][cH:7]1
3794,[CH3:10][C@:11]12[CH2:12][CH2:13][CH:14][C@:15]([CH3:16])([CH2:17]1)[O:18][O:19]2
3795,[CH3:1][C@H:2]([C:3](=[O:4])[OH:5])[N:6]1[CH2:7][CH2:8][CH2:9]1
3796,[CH3:1][C@@H:2]1[NH:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][OH:9]
3797,[CH:10]1[N:11]2[CH2:12][NH:13][CH2:14][N:15]1[CH2:16][NH:17][CH2:18]2
3798,[CH3:1][O:2][C:3](=[O:4])[CH2:5][C@H:6]([CH:7]=[O:8])[O:9][CH3:10]
3799,[NH:11][C:12]1=[CH:13][N:14]=[N:15][C:16](=[O:17])[C@@H:18]1[NH2:19]
3800,[CH3:9][O:10][CH2:11][O:12][CH:13]/[CH:14]=[CH:15]\[CH2:16][OH:17]
3801,[CH2:1][C:2]1([CH2:3][CH2:4][C:5](=[O:6])[OH:7])[NH:8][NH:9]1
3802,[CH3:11][N:12]([OH:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1
3803,[CH3:1][CH2:2][c:3]1[n:4][nH:5][c:6]([CH:7][C:8]#[N:9])[n:10]1
3804,[CH3:1][N:2]([CH3:3])[c:4]1[cH:5]/[c:6]1=[N:7]\[C:8]#[N:9]
3805,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1
3806,[CH3:1][C@:2]1([OH:3])[NH:4][C:5](=[O:6])[NH:7][C:8]1=[O:9]
3807,[CH3:11][C:12](=[O:13])[c:14]1[cH:15][c:16][cH:17][n:18][c:19]1[NH2:20]
3808,[CH:1]=[CH:2][CH2:3]/[CH:4]=[CH:5]/[CH2:6][CH:7]=[CH2:8]
3809,[CH2:11][CH:12]([CH3:13])[CH2:14][CH:15]=[CH2:16]
3810,[CH2:11]=[CH:12][c:13]1[cH:14][cH:15][n:16][cH:17][c:18]1[CH2:19][CH3:20]
3811,[CH3:1][c:2]1[cH:3][cH:4][n:5]2[n:6][cH:7][n:8][c:9]2[cH:10]1
3812,[CH3:10][c:11]1[cH:12][c:13]2[c:14]([nH:15]1)[CH2:16][CH2:17][CH2:18][CH2:19]2
3813,[O:1]=[C:2]([NH:3][CH2:4][CH2:5][OH:6])[NH:7][CH2:8][CH2:9][OH:10]
3814,[CH3:1][O:2][C:3](=[O:4])[CH2:5][C:6]([CH:7]=[O:8])[O:9][CH3:10]
3815,[OH:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]([OH:8])[CH2:9][CH2:10]1
3816,[CH2:1]=[CH:2][C@:3]1([CH3:4])[C:5]=[C:6]([OH:7])[N:8]1[CH3:9]
3817,[CH3:1][CH2:2][NH:3][c:4]1[n:5][cH:6][n:7][cH:8][c:9]1[NH2:10]
3818,[C:11]1=[N:12][CH2:13][N:14]=[CH:15][CH:16]=[CH:17]1
3819,[O:10]=[C:11]([OH:12])/[CH:13]=[N:14]/[O:15][C:16]1[CH2:17][CH2:18]1
3820,[c:11]1[cH:12][nH:13][c:14]2[cH:15][n:16][n:17][cH:18][c:19]12
3821,[CH3:1][C:2]1[CH2:3][N:4]([CH3:5])[C@H:6]([CH3:7])[N:8]1[CH3:9]
3822,[CH3:1][C@@H:2]1[CH2:3][CH2:4][O:5][C@@H:6]1[C:7](=[O:8])[OH:9]
3823,[CH:11]#[C:12][CH2:13][N:14]1[CH2:15][CH2:16][CH:17]([CH3:18])[CH2:19][CH2:20]1
3824,[CH3:1][O:2][n:3]1[cH:4][cH:5][n:6]2[n:7][n:8][cH:9][c:10]12
3825,[CH2:7]=[CH:8][C@H:9]([O:10][OH:11])[C@H:12]([O:13])[CH2:14][CH3:15]
3826,[CH3:1][O:2]/[CH:3]=[CH:4]/[C:5](=[O:6])[N:7]=[C:8]=[O:9]
3827,[CH3:1][C@H:2]([OH:3])[CH2:4][CH2:5][NH:6][CH2:7][CH2:8][OH:9]
3828,[CH3:11][N:12]([CH3:13])/[CH:14]=[C:15](/[CH:16]=[O:17])[N:18]([CH3:19])[CH3:20]
3829,[OH:10][CH:11][C@@H:12]1[CH2:13][C@@H:14]1[CH2:15][OH:16]
3830,[CH3:10][n:11]1[c:12][cH:13][cH:14][cH:15][n:16]([CH3:17])[cH:18][cH:19]1
3831,[CH:1]#[C:2][C@:3]([CH3:4])([CH2:5][CH3:6])[NH:7][CH:8]([CH3:9])[CH3:10]
3832,[CH3:11][C@H:12]([OH:13])[CH2:14][c:15]1[n:16][cH:17][cH:18][n:19]1[CH3:20]
3833,[O:11]=[C:12]1[N:13]=[CH:14][N:15]=[C:16]2[NH:17][O:18][NH:19][C@H:20]12
3834,[CH3:1][CH2:2][C@@H:3]1[CH2:4][CH:5][NH:6][CH2:7]1
3835,[C:10]#[C:11][C:12](=[O:13])[NH:14][CH:15]([CH3:16])[CH3:17]
3836,[NH2:9][CH2:10][CH2:11][CH2:12][C@@H:13]1[CH:14]=[N:15][O:16][C:17]1=[O:18]
3837,[CH3:11][C@H:12]([OH:13])[C@H:14]([OH:15])[C:16](=[O:17])[CH2:18][NH2:19]
3838,[CH:10]=[CH:11][CH2:12][NH:13][C:14](=[O:15])[C@H:16]([CH3:17])[NH2:18]
3839,[CH:1]1=[C:2]2[CH2:3][CH2:4][CH2:5][N:6]2[CH:7][CH2:8]1
3840,[CH3:1][CH2:2][CH:3]1[O:4][CH2:5][CH:6]([OH:7])[CH2:8][O:9]1
3841,[CH2:1][N:2]1[C:3](=[O:4])[C@H:5]([OH:6])[N:7]([CH3:8])[C:9]1=[O:10]
3842,[CH:9]1[CH2:10][CH2:11][CH:12]=[C:13]1[N:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1
3843,[CH3:1][CH2:2][NH:3][NH:4][CH2:5][CH:6]([CH3:7])[CH3:8]
3844,[CH3:11][CH2:12][CH:13][C:14](=[O:15])/[CH:16]=[N:17]/[OH:18]
3845,[CH2:11][C@H:12]([CH2:13][NH2:14])[n:15]1[cH:16][cH:17][cH:18][cH:19]1
3846,[CH3:1][C@:2]1([OH:3])[O:4][CH2:5][C@H:6]([OH:7])[C@@H:8]1[OH:9]
3847,[CH3:8][c:9]1[n:10][c:11]([CH3:12])[nH:13][c:14]1[CH3:15]
3848,[CH3:1][CH2:2][N:3]([CH:4]=[O:5])[CH2:6][CH2:7][C:8]([CH3:9])=[O:10]
3849,[CH2:1][c:2]1[o:3][cH:4][n:5][c:6]1[CH2:7][NH2:8]
3850,[CH3:10][CH2:11][CH2:12][CH2:13][C@:14]([CH3:15])([CH:16]=[O:17])[O:18][CH3:19]
3851,[CH3:10][C@@H:11]1[CH2:12][CH2:13][CH2:14][CH2:15][C@:16]1([OH:17])[C:18]#[N:19]
3852,[CH2:1]=[CH:2][C@H:3]([OH:4])[C@@H:5]([OH:6])[CH2:7][CH2:8][OH:9]
3853,[CH2:11][C@:12]12[CH2:13][CH2:14][CH2:15][CH2:16][C@H:17]([CH2:18][O:19]1)[O:20]2
3854,[CH2:10]=[CH:11][CH2:12][NH:13][C:14](=[O:15])[C@H:16]([CH3:17])[NH2:18]
3855,[O:1]=[C:2]([OH:3])[C@@H:4]1[CH2:5][CH2:6][C@@H:7]([CH2:8][OH:9])[CH2:10]1
3856,[CH3:11][C:12]([CH3:13])[CH2:14][n:15]1[cH:16][cH:17][cH:18][cH:19]1
3857,[CH2:1][NH:2][C@@H:3]1[CH2:4][NH:5][CH2:6][C@@H:7]1[O:8][CH3:9]
3858,[CH3:10][CH2:11][NH:12][N:13]([CH2:14][CH3:15])[CH2:16][CH2:17][OH:18]
3859,[CH3:10][CH2:11][NH:12][CH2:13][c:14]1[cH:15][cH:16][c:17][nH:18]1
3860,[cH:11]1[cH:12][c:13]2[cH:14][cH:15][n:16][n:17][c:18]2[n:19][n:20]1
3861,[CH3:1][CH2:2][C@@H:3]1[O:4][CH2:5][C@@H:6]1[CH3:7]
3862,[CH:1]#[C:2][C:3](=[O:4])[CH2:5][CH:6]([CH3:7])[CH3:8]
3863,[CH3:1][CH2:2][c:3]1[cH:4][nH:5][c:6]([CH2:7][CH3:8])[c:9]1[CH3:10]
3864,[CH3:11]/[C:12](=[CH:13]\[CH2:14][CH:15]([CH3:16])[CH3:17])[C:18](=[O:19])[OH:20]
3865,[CH3:1][N:2]([C:3]([NH2:4])=[O:5])[CH:6]1[CH2:7][CH2:8][CH2:9][CH2:10]1
3866,[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[CH:5][CH2:6][C@H:7]12
3867,[OH:10][C@@H:11]([CH2:12][CH2:13][OH:14])[CH2:15][CH:16]1[CH2:17][CH2:18]1
3868,[NH2:10][NH:11][C:12](=[O:13])[C:14]1=[N:15][NH:16][C:17](=[O:18])[CH:19]1
3869,[CH2:10][C@H:11]1[CH:12]=[CH:13][C@:14]2([CH:15]([CH3:16])[CH3:17])[CH2:18][C@H:19]12
3870,[CH3:10][CH2:11][c:12]1[cH:13][cH:14][c:15]([CH3:16])[cH:17][c:18]1[OH:19]
3871,[CH3:10][CH2:11][C@@H:12]1[CH2:13][CH:14][CH2:15][C@:16]1([CH3:17])[OH:18]
3872,[CH3:8][C:9]1([OH:10])[CH:11]=[CH:12][C:13]([CH3:14])([OH:15])[CH:16]=[CH:17]1
3873,[CH3:1][CH2:2][C@@H:3]([CH3:4])[C:5]([CH3:6])([CH3:7])[CH3:8]
3874,[CH3:1][C@@H:2]([OH:3])[CH2:4][C:5](=[O:6])[O:7][NH2:8]
3875,[CH3:1][NH:2][c:3]1[n:4][c:5](=[O:6])[nH:7][n:8][c:9]1[CH3:10]
3876,[CH3:1][C@:2]12[CH2:3][CH2:4][CH2:5][C:6]([CH2:7]1)[C:8]2=[O:9]
3877,[NH:1][C@@H:2]1[C:3](=[O:4])[N:5]=[CH:6][NH:7][C:8]1=[O:9]
3878,[CH3:1][C:2](=[O:3])[C:4]1=[C:5][O:6][CH2:7][CH2:8][O:9]1
3879,[CH3:1][CH2:2][C@@H:3]1[CH2:4][NH:5][CH2:6][C:7]([CH3:8])[O:9]1
3880,[CH2:11][C:12](=[O:13])[N:14]1[NH:15][C:16](=[O:17])[CH2:18][C@@H:19]1[CH3:20]
3881,[CH3:1][CH2:2][N:3]([CH3:4])[c:5]1[cH:6][c:7][cH:8][cH:9][cH:10]1
3882,[CH3:1][c:2]1[n:3][nH:4][n:5][c:6]1[CH2:7][NH2:8]
3883,[CH3:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][c:7]([CH3:8])[n:9][o:10]1
3884,[CH3:11][N:12]([CH3:13])[C@@H:14]([CH2:15][O:16][CH3:17])[C:18](=[O:19])[OH:20]
3885,[CH2:10]=[CH:11][C@@H:12]1[CH2:13][N:14]2[C:15](=[O:16])[CH2:17][C@@H:18]2[O:19]1
3886,[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][c:6][cH:7][c:8]1[CH2:9][CH3:10]
3887,[CH3:8][N:9]1[C:10](=[O:11])[CH:12]=[CH:13][C@@H:14]([NH2:15])[C:16]1=[O:17]
3888,[CH3:1][CH:2]([CH3:3])[C@@H:4]1[CH:5]=[CH:6][CH:7]=[CH:8][CH:9]1
3889,[CH3:1][C@@H:2]1[CH2:3][N:4]=[C:5][c:6]2[cH:7][cH:8][cH:9][n:10]21
3890,[CH3:1][CH2:2][C:3]1([NH:4])[CH2:5][CH2:6]1
3891,[CH3:10][c:11]1[cH:12][cH:13][c:14]([CH3:15])[c:16]([NH:17][NH2:18])[cH:19]1
3892,[NH2:1][C:2]1=[CH:3][CH2:4][CH2:5][CH2:6][C:7]1=[O:8]
3893,[NH2:9][C:10](=[NH:11])[N:12]1[CH2:13][CH2:14][CH2:15][CH2:16]1
3894,[NH2:10][C@@H:11]1[CH:12][CH:13]2[CH2:14][CH2:15][CH:16]1[CH2:17][CH2:18]2
3895,[NH2:1][C@@H:2]1[CH:3][CH2:4][C@@H:5]1[OH:6]
3896,[CH3:10][C@:11]1([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][NH:17]1
3897,[CH3:1][CH2:2][C@@H:3]1[O:4][C@H:5]([CH3:6])[C@H:7]([OH:8])[C:9]1=[O:10]
3898,[CH2:1]1[CH:2][C@@H:3]2[NH:4][CH2:5][CH2:6][C@@H:7]2[NH:8]1
3899,[CH3:11]/[CH:12]=[CH:13]/[CH2:14][NH:15]/[N:16]=[CH:17]/[CH2:18][CH2:19][CH3:20]
3900,[CH2:1][CH2:2][C:3]1=[N:4][O:5][C@H:6]([C:7]([CH3:8])=[O:9])[CH2:10]1
3901,[NH2:11][C:12](=[O:13])[C@@H:14]1[CH:15][CH2:16][N:17]1[CH2:18][CH2:19][OH:20]
3902,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][O:9][CH2:10]2
3903,[CH3:11][CH2:12][CH:13][c:14]1[cH:15][cH:16][cH:17][n:18][c:19]1[NH2:20]
3904,[CH3:11][CH2:12][C@:13]1([CH2:14][OH:15])[CH:16][O:17][CH2:18][NH:19]1
3905,[CH3:1][N:2]1[CH2:3][CH:4][CH2:5]/[C:6](=[CH:7]\[OH:8])[C:9]1=[O:10]
3906,[CH3:1][N:2]1[CH:3]=[CH:4][C:5]([NH2:6])=[CH:7][CH2:8]1
3907,[CH3:10][C@@H:11]1[CH2:12][C@H:13]([OH:14])[CH2:15][C:16](=[O:17])[NH:18]1
3908,[CH3:8][C@@H:9]1[CH2:10][CH:11]=[N:12][N:13]1[CH:14]=[O:15]
3909,[CH3:10][C:11]([CH3:12])([CH3:13])[NH:14][NH:15][CH:16]=[O:17]
3910,[CH2:1]=[C:2]1[CH:3]2[CH2:4][CH2:5][CH:6]1[CH2:7][CH2:8]2
3911,[OH:11][NH:12][C:13]1=[N:14][CH2:15][CH2:16][NH:17][CH2:18]1
3912,[CH3:8][N:9](/[CH:10]=[N:11]/[NH2:12])[CH2:13][C:14](=[O:15])[OH:16]
3913,[OH:11][CH2:12][CH2:13][C:14]1=[CH:15][CH2:16][NH:17][CH2:18][CH2:19]1
3914,[CH3:10][C:11]1=[C:12][CH2:13][C:14](=[O:15])[C:16]1([CH3:17])[CH3:18]
3915,[OH:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][C@H:8]1[OH:9]
3916,[CH3:9][N:10]([CH3:11])[CH2:12][C@H:13]([NH:14])[CH2:15][OH:16]
3917,[CH3:11][C:12](=[O:13])[C@H:14]([NH:15])[CH2:16][CH2:17][OH:18]
3918,[CH2:1]1[CH2:2][NH:3][CH:4]2[NH:5][CH2:6][CH2:7][NH:8][CH:9]2[NH:10]1
3919,[CH3:10][O:11][CH:12][O:13][C:14](=[O:15])[CH2:16][OH:17]
3920,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][n:6][nH:7]1
3921,[CH3:8][C:9](=[O:10])[CH2:11][C@:12]([CH3:13])([OH:14])[CH:15]([CH3:16])[CH3:17]
3922,[CH3:1][CH2:2][CH2:3]/[C:4](=[N:5]\[CH3:6])[NH:7][OH:8]
3923,[CH:1]=[CH:2][CH:3]1[CH2:4][CH2:5]1
3924,[CH:10]=[c:11]1[o:12][cH:13][c:14]([CH3:15])[c:16]1=[CH2:17]
3925,[CH2:1]=[CH:2][O:3]/[CH:4]=[CH:5]/[CH3:6]
