,rxn_id,G_r,DG_TS,DG_TS_tunn,dG_rxn,dG_forward,dG_reverse,fr_dG_rxn,fr_dG_forward,fr_dG_reverse,s_prod0,q_reac1,s_reac1,qH_reac0,qH_prod1,q_reac0,q_prod1,q_prod0,BV_reac1,BV_prod0
41,1354,-21.221459864317403,9.34313565583353,8.69199211095208,-20.35308740116355,86.54121259883645,106.8943,-20.85508409773513,135.15451590226488,156.0096,0.8334500193595886,-0.326,1.025,0.1553545892238617,0.329,-0.44711336493492126,-0.657,-0.3212469220161438,0.0,0.27068187314919
42,1358,-27.64714198510641,7.088819256658247,6.85424523059948,-26.67220051176737,80.22209948823263,106.8943,-28.802144033444975,127.20745596655503,156.0096,0.8080582022666931,-0.326,1.025,0.1518109291791916,0.329,-0.29933276772499084,-0.657,-0.14836977422237396,0.0,0.4258233947466748
43,1374,-19.0559266230379,5.35759124510615,4.999068636464079,-18.42542083593304,88.46887916406696,106.8943,-22.94687972850889,133.06272027149112,156.0096,1.0094927549362183,-0.326,1.025,0.14915885031223297,0.329,-0.26830458641052246,-0.657,-0.19727398455142975,0.0,0.47327070436028285
44,1383,-19.08883283009025,4.866463797357167,4.523829856451502,-15.619606100565463,91.27469389943454,106.8943,-19.476335225181998,136.533264774818,156.0096,1.060847282409668,-0.326,1.025,0.1427643746137619,0.329,-0.43608567118644714,-0.657,-0.3927450478076935,0.0,0.236684347419019
45,1449,-14.452311388310012,7.165700433273754,6.599216593075311,-12.340938062784488,94.55336193721551,106.8943,-23.24418105132665,132.76541894867336,156.0096,0.786361575126648,-0.326,1.025,0.13541503250598907,0.329,-0.11543942987918854,-0.657,-0.026963891461491585,0.0,0.24738905052431065
46,1789,1.864934234676064,16.224551110593016,14.384165994603098,1.648822874568097,76.6,74.9511771254319,2.3919121937359193,133.0364,130.64448780626407,0.755,-0.1810551881790161,0.6737973690032959,0.334,0.3398545980453491,-0.334,-0.33504971861839294,-0.164,0.22830420799653947,0.13
47,1802,-3.49955067246207,16.10856292525582,13.588894442503555,2.684435219287465,76.6,73.91556478071253,3.2848886994295867,133.0364,129.7515113005704,0.755,-0.19573821127414703,0.6838067770004272,0.334,0.3448256254196167,-0.334,-0.33225181698799133,-0.164,0.26840070878305494,0.13
48,2415,-33.10482956666003,4.694491703947941,4.18487826154736,-31.45581558298406,75.43848441701594,106.8943,-37.32171684779533,118.68788315220468,156.0096,0.3669305145740509,-0.326,1.025,0.3189258277416229,0.329,-0.43921399116516113,-0.657,-0.3388126492500305,0.0,0.3546478787314755
49,3190,-17.92175540661277,7.200936390934862,6.849706482545044,-15.170521352474154,91.72377864752585,106.8943,-18.795578588130383,137.21402141186962,156.0096,1.0558109283447266,-0.326,1.025,0.14413800835609436,0.329,-0.4161328673362732,-0.657,-0.40171268582344055,0.0,0.25991045427539694
50,3351,8.043779508374199,24.657819902386045,22.789293092280328,10.64506624590733,80.00235604840695,69.35728980249962,-2.517305655220099,116.1476004491816,118.6649061044017,0.3566904664039612,-0.18783405423164368,0.023921499028801918,0.10518042743206024,0.334426611661911,0.02303193137049675,-0.3089032769203186,-0.02268984541296959,0.19015785614715802,0.13170996184319184
51,3406,-11.92541340844774,11.094989668693955,11.048619536836185,-9.316110107490616,84.58482184087828,93.90093194836889,-7.713245317260615,126.23848982236926,133.95173513962987,0.8729511499404907,-0.2450258582830429,0.8891979455947876,0.13177427649497986,0.31143152713775635,-0.11111119389533997,-0.46010464429855347,-0.06980946660041809,0.39383728297795223,0.3769820740615897
52,3415,-27.94274067028095,10.971387440193029,10.513650591453397,-20.90189486483112,72.99903708353777,93.90093194836889,-25.11263332920194,108.83910181042793,133.95173513962987,0.6259223222732544,-0.2450258582830429,0.8891979455947876,0.14811471104621887,0.31143152713775635,-0.04822532460093498,-0.46010464429855347,0.10181103646755219,0.39383728297795223,0.6125870345645943
53,3490,5.202915033844127,20.19260967492459,18.907989457994145,6.946905310166073,84.58482184087828,77.6379165307122,-2.609580609166599,126.23848982236926,128.84807043153586,0.8729511499404907,-0.18876202404499054,0.7337331175804138,0.13177427649497986,0.3343447744846344,-0.11111119389533997,-0.3300260007381439,-0.06980946660041809,0.26498904555212033,0.3769820740615897
54,3557,1.8893016481313365,16.203683334999504,13.925565433014064,1.8775062093028794,76.6,74.72249379069711,5.371602153741364,133.0364,127.66479784625862,0.755,-0.1873176246881485,0.6185768246650696,0.334,0.3305377960205078,-0.334,-0.32800647616386414,-0.164,0.21050548419706117,0.13
55,3623,-8.456689699081146,19.12560597408909,17.384379567365567,-10.088698552083002,68.5925286793914,78.68122723147441,-13.31462205677991,116.88504630458124,130.19966836136115,0.4406481683254242,-0.16444507241249084,0.7634457349777222,0.13055212795734406,0.3389451205730438,0.24657942354679108,-0.3080315589904785,0.3629487454891205,0.3022927129086764,0.5406885465842535
56,3703,4.696746935993593,23.577931534571857,22.36456068027862,2.741366195152594,86.54121259883645,83.79984640368386,6.70684537330834,135.15451590226488,128.44767052895654,0.8334500193595886,-0.08426642417907715,0.9899530410766602,0.1553545892238617,0.13065634667873383,-0.44711336493492126,-0.15395307540893555,-0.3212469220161438,0.627321825805327,0.27068187314919
57,3974,-29.40794995339857,6.127330375146313,6.125816504750374,-26.891506967773537,80.00279303222646,106.8943,-28.197389035302137,127.81221096469787,156.0096,0.7674477696418762,-0.326,1.025,0.1474803239107132,0.329,-0.23582804203033447,-0.657,-0.09618422389030457,0.0,0.37481018706380104
58,4096,-9.650029847335386,11.839363386214922,11.18120261946096,-9.454358957169788,84.76377591739295,94.21813487456274,-7.117714139384816,128.00210555816764,135.11981969755246,0.8555045127868652,-0.22988149523735046,0.7996726036071777,0.11037709563970566,0.3132043480873108,-0.04650767892599106,-0.4694054126739502,-0.058775894343853,0.1821792734957138,0.2951156325905958
59,4572,6.793173392380331,24.917301960561947,23.144993413239376,9.214493227527981,85.98442159336989,76.7699283658419,-3.4299920952769014,124.24463709234296,127.67462918761986,0.9232838153839111,-0.16098256409168243,0.7182059288024902,0.13259035348892212,0.3388556241989136,-0.01466365996748209,-0.30576664209365845,0.05069756880402565,0.3624314897712426,0.5291577653261363
60,4574,-12.158343821702536,17.741748397370056,15.869793716294769,-13.59834014575388,82.19786266966926,95.79620281542314,-9.34635952181938,133.96156048078277,143.30792000260215,0.7627768516540527,-0.4754197895526886,0.9386876821517944,0.14947092533111572,0.1340210884809494,-0.4764096140861511,-0.5360843539237976,-0.3389284014701843,0.004168825159905243,0.29013221711554676
61,4580,-17.636510720607813,15.65588057647829,14.20169562587754,-18.622495615975097,77.17370719944805,95.79620281542314,-14.308143303561451,128.9997766990407,143.30792000260215,0.731819212436676,-0.4754197895526886,0.9386876821517944,0.12198957800865173,0.1340210884809494,-0.21281202137470245,-0.5360843539237976,0.08375788480043411,0.004168825159905243,0.55972209850279
62,4602,-35.57547331962046,7.036040881633125,6.895412157290595,-35.040886388747154,79.55029865346647,114.59118504221362,3.390282716498376,133.9410517686847,130.55076905218633,0.6280853152275085,-0.1105341911315918,0.82789146900177,0.14251309633255005,0.25753673911094666,-0.4273778200149536,-0.2944810092449188,-0.3153795897960663,0.4554275145513614,0.23429591620493428
63,4621,-10.667266392730603,12.675397815044638,12.025865677028849,-8.108980956298979,85.79195099206991,93.90093194836889,-5.514179461878541,128.43755567775133,133.95173513962987,0.9051923155784607,-0.2450258582830429,0.8891979455947876,0.11569983512163162,0.31143152713775635,-0.09167125821113586,-0.46010464429855347,-0.02384478971362114,0.39383728297795223,0.47053064429835073
64,4638,-21.66083780613962,11.608855992332078,11.137761323229396,-22.356886769762482,79.09064741576125,101.44753418552374,-18.397306286395292,116.78881571328813,135.18612199968342,0.6535480618476868,0.08032935112714767,0.7463545203208923,0.10625413805246353,0.14171628654003143,0.11148097366094589,-0.14171628654003143,0.0008805592660792172,0.4379615877253469,0.38077203904430296
65,4639,-11.167893221237067,19.0256475750172,16.98522575152798,-11.845685337308993,79.09064741576125,90.93633275307025,-19.959514528976058,116.78881571328813,136.7483302422642,0.6535480618476868,-0.3904494643211365,1.0682282447814941,0.10625413805246353,0.14233241975307465,0.11148097366094589,-0.4392055869102478,0.0008805592660792172,0.2755734078421041,0.38077203904430296
66,4696,-2.8288037233985617,21.924326595141423,20.07293083540967,-3.4638376964214785,87.63611315709598,91.09995085351746,-3.6279719694816492,132.71689826395098,136.34487023343263,1.0063071250915527,-0.3950004577636719,1.0381299257278442,0.13059736788272858,0.13575533032417297,-0.2697652578353882,-0.4196698069572449,-0.24625061452388763,0.23534198996740371,0.44471528316413933
67,5044,-20.5199048857724,7.09632176873179,6.853873792451378,-18.637363772776084,88.25693622722392,106.8943,-23.413191919677246,132.59640808032276,156.0096,0.9849260449409485,-0.326,1.025,0.13702502846717834,0.329,-0.21373029053211212,-0.657,-0.19110442698001862,0.0,0.3813421835353911
68,5047,-16.135225634992057,7.527588300356077,7.266354472574324,-14.392667016222887,92.50163298377711,106.8943,-17.687943129105406,138.3216568708946,156.0096,1.0411057472229004,-0.326,1.025,0.14673788845539093,0.329,-0.4107043743133545,-0.657,-0.3761698007583618,0.0,0.28908189892112846
69,5226,8.102072660244206,22.270267038122743,20.74905384803005,9.862328050181162,84.58482184087828,74.72249379069711,-1.4263080238893622,126.23848982236926,127.66479784625862,0.8729511499404907,-0.1873176246881485,0.6185768246650696,0.13177427649497986,0.3305377960205078,-0.11111119389533997,-0.32800647616386414,-0.06980946660041809,0.21050548419706117,0.3769820740615897
70,3403,-27.21937763766516,6.256106203583172,6.208885377556817,-25.7483833987163,88.84280164349732,114.59118504221362,1.6815853875623645,132.2323544397487,130.55076905218633,1.0208317041397095,-0.1105341911315918,0.82789146900177,0.1430104523897171,0.25753673911094666,-0.2794630527496338,-0.2944810092449188,-0.23799028992652893,0.4554275145513614,0.424736172333417
71,4049,-41.367403359124566,5.9339677048605415,5.819607864866294,-41.26483799046926,73.32634705174436,114.59118504221362,-12.270883566368553,118.27988548581777,130.55076905218633,0.578658938407898,-0.1105341911315918,0.82789146900177,0.14014415442943573,0.25753673911094666,-0.21539388597011566,-0.2944810092449188,-0.14701807498931885,0.4554275145513614,0.47153674221359654
72,4634,-36.87723598308964,4.244967958588224,4.150573014513718,-37.13691740334768,77.45426763886594,114.59118504221362,-4.09088804273091,126.45988100945542,130.55076905218633,0.7419010400772095,-0.1105341911315918,0.82789146900177,0.14461073279380798,0.25753673911094666,-0.28964632749557495,-0.2944810092449188,-0.21600443124771118,0.4554275145513614,0.44487170165101253
